timestamp,total_time,llm_time,param_time
2025-11-25 10:25:44,11.6336,11.6335,0
2025-11-25 10:25:51,6.4967,6.4966,0
2025-11-25 10:25:59,6.6293,6.6292,0
2025-11-25 10:26:09,8.7958,8.7958,0
2025-11-25 10:26:17,7.1132,7.1131,0
2025-11-25 10:26:33,14.9179,14.9178,0
2025-11-25 10:26:47,13.3446,13.3444,0
2025-11-25 10:26:55,7.356,7.3559,0
2025-11-25 10:27:03,6.4395,6.4394,0
2025-11-25 10:27:10,6.3759,6.3759,0
2025-11-25 10:27:24,12.0993,12.0992,0
2025-11-25 10:27:38,11.7103,11.7102,0
2025-11-25 10:27:45,5.8479,5.8479,0
2025-11-25 10:27:52,6.7726,6.7725,0
2025-11-25 10:28:01,7.5229,7.5228,0
2025-11-25 10:28:20,17.9484,17.9483,0
2025-11-25 10:28:27,6.5104,6.5103,0
2025-11-25 10:28:40,11.2785,11.2784,0
2025-11-25 10:28:56,14.9361,14.936,0
2025-11-25 10:29:06,9.0535,9.0535,0
2025-11-25 10:29:13,6.4183,6.4182,0
2025-11-25 10:29:23,8.6455,8.6454,0
2025-11-25 10:29:30,6.5846,6.5845,0
2025-11-25 10:29:37,6.0951,6.095,0
2025-11-25 10:29:45,6.0701,6.07,0
2025-11-25 10:31:19,5.2972,5.2971,0
2025-11-25 10:31:25,5.5932,5.5931,0
2025-11-25 10:31:33,6.5678,6.5677,0
2025-11-25 10:31:40,5.5834,5.5833,0
2025-11-25 10:31:55,13.9301,13.9301,0
2025-11-25 10:32:03,6.6068,6.6067,0
2025-11-25 10:32:19,14.5752,14.575,0
2025-11-25 10:32:27,6.5035,6.5034,0
2025-11-25 10:32:35,6.7996,6.7995,0
2025-11-25 10:32:42,6.4171,6.417,0
2025-11-25 10:32:52,8.2054,8.2053,0
2025-11-25 10:33:01,8.1285,8.1284,0
2025-11-25 10:33:09,7.2223,7.2222,0
2025-11-25 10:33:16,6.2679,6.2678,0
2025-11-25 10:33:24,7.1318,7.1317,0
2025-11-25 10:33:33,7.325,7.3249,0
2025-11-25 10:33:47,13.271,13.2709,0
2025-11-25 10:33:54,6.2765,6.2764,0
2025-11-25 10:34:01,5.5662,5.5662,0
2025-11-25 10:34:07,5.0401,5.04,0
2025-11-25 10:34:17,8.8546,8.8546,0
2025-11-25 10:34:25,6.9936,6.9935,0
2025-11-25 10:34:34,7.9504,7.9503,0
2025-11-25 10:34:47,12.0514,12.0513,0
2025-11-25 10:34:56,7.953,7.9529,0
2025-11-25 10:35:00,3.3941,3.394,0
2025-11-25 10:35:07,6.1868,6.1867,0
2025-11-25 10:35:17,8.8477,8.8475,0
2025-11-25 10:35:26,7.9226,7.9226,0
2025-11-25 10:35:33,5.9873,5.9872,0
2025-11-25 10:35:43,8.3969,8.3968,0
2025-11-25 10:35:50,6.6733,6.6732,0
2025-11-25 10:36:01,9.7449,9.7448,0
2025-11-25 10:36:08,6.0198,6.0197,0
2025-11-25 10:36:16,6.8633,6.8633,0
2025-11-25 10:36:30,12.8431,12.843,0
2025-11-25 10:36:36,5.5459,5.5458,0
2025-11-25 10:36:44,7.0883,7.0882,0
2025-11-25 10:36:53,7.7202,7.7201,0
2025-11-25 10:37:03,9.1777,9.1776,0
2025-11-25 10:37:13,8.2677,8.2676,0
2025-11-25 10:37:24,10.3313,10.3313,0
2025-11-25 10:37:32,6.8485,6.8484,0
2025-11-25 10:37:39,6.5358,6.5357,0
2025-11-25 10:37:47,6.9689,6.9688,0
2025-11-25 10:37:54,6.0237,6.0236,0
2025-11-25 10:38:05,9.3942,9.3942,0
2025-11-25 10:38:14,8.0913,8.0912,0
2025-11-25 10:38:22,7.1681,7.1681,0
2025-11-25 10:38:26,3.2036,3.2035,0
2025-11-25 10:40:35,13.0282,13.0281,0
2025-11-25 10:40:44,8.1375,8.1375,0
2025-11-25 10:40:55,9.3471,9.347,0
2025-11-25 10:41:02,6.6618,6.6617,0
2025-11-25 10:41:10,5.8573,5.8572,0
2025-11-25 10:41:23,12.1543,12.1542,0
2025-11-25 10:41:34,9.1813,9.1812,0
2025-11-25 10:41:42,6.4547,6.4546,0
2025-11-25 10:41:51,7.3407,7.3406,0
2025-11-25 10:42:01,8.1717,8.1716,0
2025-11-25 10:42:15,12.2839,12.2838,0
2025-11-25 10:42:23,6.217,6.2169,0
2025-11-25 10:43:34,17.8561,17.856,0
2025-11-25 10:44:22,8.2592,8.2591,0
2025-11-25 10:48:06,14.5499,14.5498,0
2025-11-25 10:48:32,25.2237,25.2236,0
2025-11-25 10:48:53,19.6543,19.6542,0
2025-11-25 10:49:09,15.5539,15.5538,0
2025-11-25 10:49:24,13.6416,13.6415,0
2025-11-25 10:49:44,18.7234,18.7233,0
2025-11-25 10:49:59,13.8384,13.8383,0
2025-11-25 10:50:18,17.8745,17.8744,0
2025-11-25 10:50:34,15.41,15.4099,0
2025-11-25 10:50:58,22.7533,22.7532,0
2025-11-25 10:51:11,12.3862,12.3861,0
